EventTemplate,EventId,Occurrences
"VolumeScanner(/opt/hdfs/data, DS-bcc11f7f-7a07-4b2b-9bce-45ff247878dc): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['583edf0b'],1753
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b) exiting because of exception",['dad8b474'],6
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b) exiting.",['51fb94fa'],6
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",['f3f61fa0'],477
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",['e10cf5e4'],247
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b): finished scanning block pool BP-<*>-<*>-<*>",['d4bbd1e8'],6
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b): no suitable block pools found to scan. Waiting <*> ms.",['efda918c'],18
"VolumeScanner(/opt/hdfs/data, DS-dbb4b57b-<*>-<*>-b455-c40d0a4fbe6b): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['7359136e'],1106
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3) exiting because of exception",['523a1e6c'],5
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3) exiting.",['bf11a7eb'],5
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",['b49816d2'],425
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",['1430905e'],353
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3): finished scanning block pool BP-<*>-<*>-<*>",['650e3aa8'],5
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3): no suitable block pools found to scan. Waiting <*> ms.",['973bbbb3'],16
"VolumeScanner(/opt/hdfs/data, DS-e4e85a3b-<*>-<*>-a632-b5b04f359dc3): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['c1b97824'],1550
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc) exiting because of exception",['0b422129'],5
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc) exiting.",['de8a77f7'],5
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",['53a7b0d0'],381
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",['066d0ecf'],226
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc): finished scanning block pool BP-<*>-<*>-<*>",['82b685f0'],6
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc): no suitable block pools found to scan. Waiting <*> ms.",['750f1f68'],15
"VolumeScanner(/opt/hdfs/data, DS-e9c6f5f2-d802-4e59-a09d-091ce3c604fc): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['8af7802f'],863
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc) exiting because of exception",['244d4c7d'],5
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc) exiting.",['a03fc692'],5
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",['625e529b'],656
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",['2bc36253'],283
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc): finished scanning block pool BP-<*>-<*>-<*>",['b7465612'],6
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc): no suitable block pools found to scan. Waiting <*> ms.",['b1e69a48'],19
"VolumeScanner(/opt/hdfs/data, DS-f1331212-<*>-4fd2-8c8d-bdeeec4566cc): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['690d90cb'],1221
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c) exiting because of exception",['5968d65d'],5
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c) exiting.",['5bdc2086'],5
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",['361af99f'],623
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",['5e59f786'],1710
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c): finished scanning block pool BP-<*>-<*>-<*>",['57a0a2e8'],6
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c): no suitable block pools found to scan. Waiting <*> ms.",['a8ce3fcd'],41
"VolumeScanner(/opt/hdfs/data, DS-f3fe2187-b185-<*>-8fc2-53b08de7058c): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['ce19057b'],5187
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b) exiting because of exception",['869f0243'],2
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b) exiting.",['1ce8abfa'],2
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b): Not scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning, because we rescanned it recently.",['b01ffea2'],7414
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b): Scheduling suspect block BP-<*>-<*><*>:<*>_<*> for rescanning.",['32b05f67'],1774
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b): finished scanning block pool BP-<*>-<*>-<*>",['fbe9fd8e'],14
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b): no suitable block pools found to scan. Waiting <*> ms.",['3a994d35'],127
"VolumeScanner(/opt/hdfs/data, DS-f790b728-1e6a-46a8-8ce4-f8d0038a603b): suspect block BP-<*>-<*><*>:<*>_<*> is already queued for rescanning.",['d0307b02'],3962
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-02718dd2-5e43-4c67-99d1-bc698807426c): finished scanning block pool BP-<*>-<*>-<*>",['9a233cdb'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-02718dd2-5e43-4c67-99d1-bc698807426c): no suitable block pools found to scan. Waiting <*> ms.",['31757433'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-0cf2ec6d-5f5e-<*>-963d-768345a318b1): finished scanning block pool BP-<*>-<*>-<*>",['0419137a'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-0cf2ec6d-5f5e-<*>-963d-768345a318b1): no suitable block pools found to scan. Waiting <*> ms.",['59f5ce6a'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-1b281bc1-c360-4c49-813a-49d97cfaf3ff): finished scanning block pool BP-<*>-<*>-<*>",['2017053c'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-1b281bc1-c360-4c49-813a-49d97cfaf3ff): no suitable block pools found to scan. Waiting <*> ms.",['bc871b57'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-22c17f26-c20b-4d2f-<*>-fab6d836befe): finished scanning block pool BP-<*>-<*>-<*>",['e9dcab8a'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-22c17f26-c20b-4d2f-<*>-fab6d836befe): no suitable block pools found to scan. Waiting <*> ms.",['c0e66a5a'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-2c9dc7cc-acb8-4a22-<*>-d3376c36f8d7): finished scanning block pool BP-<*>-<*>-<*>",['65673d32'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-2c9dc7cc-acb8-4a22-<*>-d3376c36f8d7): no suitable block pools found to scan. Waiting <*> ms.",['bfefeb23'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-2e85259b-<*>-<*>-a949-60e75672c6b4): finished scanning block pool BP-<*>-<*>-<*>",['59c7f8bb'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-2e85259b-<*>-<*>-a949-60e75672c6b4): no suitable block pools found to scan. Waiting <*> ms.",['ef38ea4f'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-33a8d03c-<*>-4f77-8b1c-95bf19ba6a56): finished scanning block pool BP-<*>-<*>-<*>",['221de3fd'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-33a8d03c-<*>-4f77-8b1c-95bf19ba6a56): no suitable block pools found to scan. Waiting <*> ms.",['e5053ed3'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-4fc8c98d-c267-<*>-<*>-daaf9d9527d5): finished scanning block pool BP-<*>-<*>-<*>",['a927b218'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-4fc8c98d-c267-<*>-<*>-daaf9d9527d5): no suitable block pools found to scan. Waiting <*> ms.",['d88ba813'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-51f09356-a4c3-416b-add3-2e09e7c9da5f): finished scanning block pool BP-<*>-<*>-<*>",['9b66e172'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-51f09356-a4c3-416b-add3-2e09e7c9da5f): no suitable block pools found to scan. Waiting <*> ms.",['adefe553'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-5cf2fc63-3a8b-41d5-beec-c942648e4d90): finished scanning block pool BP-<*>-<*>-<*>",['c4f46145'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-5cf2fc63-3a8b-41d5-beec-c942648e4d90): no suitable block pools found to scan. Waiting <*> ms.",['9354f8d3'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-657c1a1a-d8ce-40ec-8f1e-07d315b57d4f): finished scanning block pool BP-<*>-<*>-<*>",['af18093f'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-657c1a1a-d8ce-40ec-8f1e-07d315b57d4f): no suitable block pools found to scan. Waiting <*> ms.",['f4970a49'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-7922da36-b08a-<*>-b03e-1a669a082235): finished scanning block pool BP-<*>-<*>-<*>",['24db4970'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-7922da36-b08a-<*>-b03e-1a669a082235): no suitable block pools found to scan. Waiting <*> ms.",['2a16505f'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-7a7a7795-8de6-4d40-9b58-3ab5405a788d): finished scanning block pool BP-<*>-<*>-<*>",['c694450c'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-7a7a7795-8de6-4d40-9b58-3ab5405a788d): no suitable block pools found to scan. Waiting <*> ms.",['7d21b61d'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-7d357a5f-01e9-4fb1-8d89-47b0c77e215e): finished scanning block pool BP-<*>-<*>-<*>",['8fc28f0b'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-7d357a5f-01e9-4fb1-8d89-47b0c77e215e): no suitable block pools found to scan. Waiting <*> ms.",['cd7f5200'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-9e42e490-1f2a-4aeb-923b-5fdb17af061f): finished scanning block pool BP-<*>-<*>-<*>",['5ac0d634'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-9e42e490-1f2a-4aeb-923b-5fdb17af061f): no suitable block pools found to scan. Waiting <*> ms.",['645f15f7'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-<*>-<*>-497e-8ba0-796f4680027d): finished scanning block pool BP-<*>-<*>-<*>",['09704d33'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-<*>-<*>-497e-8ba0-796f4680027d): no suitable block pools found to scan. Waiting <*> ms.",['6caf9408'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-ab5c78d9-a84a-4c31-a769-118a84b312a3): finished scanning block pool BP-<*>-<*>-<*>",['9fcc3a95'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-ab5c78d9-a84a-4c31-a769-118a84b312a3): no suitable block pools found to scan. Waiting <*> ms.",['c8e9c43f'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-ad81e17e-638e-4ef8-87dd-9f0664626eda): finished scanning block pool BP-<*>-<*>-<*>",['6510a35d'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-ad81e17e-638e-4ef8-87dd-9f0664626eda): no suitable block pools found to scan. Waiting <*> ms.",['985ef4c0'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-b02a541c-<*>-<*>-bc1d-8ad53504660f): finished scanning block pool BP-<*>-<*>-<*>",['0028854d'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-b02a541c-<*>-<*>-bc1d-8ad53504660f): no suitable block pools found to scan. Waiting <*> ms.",['ea309ecf'],2
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-c0c1283f-1af1-46d9-<*>-db82f674691a): finished scanning block pool BP-<*>-<*>-<*>",['86a853d5'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-c0c1283f-1af1-46d9-<*>-db82f674691a): no suitable block pools found to scan. Waiting <*> ms.",['4e494c11'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-da1bf398-d316-4e89-b510-1350dc29bcd3): finished scanning block pool BP-<*>-<*>-<*>",['d0eace18'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-da1bf398-d316-4e89-b510-1350dc29bcd3): no suitable block pools found to scan. Waiting <*> ms.",['2eae5728'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-da883f59-109e-482f-8d81-7b7c0e7b748b): finished scanning block pool BP-<*>-<*>-<*>",['d94ee30a'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-da883f59-109e-482f-8d81-7b7c0e7b748b): no suitable block pools found to scan. Waiting <*> ms.",['7b1dfb96'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-e7191155-<*>-4ecd-8e29-c022b16ccd32): finished scanning block pool BP-<*>-<*>-<*>",['92494f28'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-e7191155-<*>-4ecd-8e29-c022b16ccd32): no suitable block pools found to scan. Waiting <*> ms.",['9e1a58b7'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-e8037f8c-fba0-4f6c-8d44-fe8de386983d): finished scanning block pool BP-<*>-<*>-<*>",['44f897dc'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-e8037f8c-fba0-4f6c-8d44-fe8de386983d): no suitable block pools found to scan. Waiting <*> ms.",['38af330a'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-e9a932c0-edbf-493a-a5ff-8529c9c7d40e): finished scanning block pool BP-<*>-<*>-<*>",['6aaeafb4'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-e9a932c0-edbf-493a-a5ff-8529c9c7d40e): no suitable block pools found to scan. Waiting <*> ms.",['a82da062'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-ea7aa39b-5f38-<*>-b3d4-9caf06f55ea8): finished scanning block pool BP-<*>-<*>-<*>",['e2d5e05d'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-ea7aa39b-5f38-<*>-b3d4-9caf06f55ea8): no suitable block pools found to scan. Waiting <*> ms.",['135c54a4'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-fb5df949-457f-4a87-824e-0525f023836f): finished scanning block pool BP-<*>-<*>-<*>",['66a64941'],1
"VolumeScanner(/tmp/hadoop-hdfs/dfs/data, DS-fb5df949-457f-4a87-824e-0525f023836f): no suitable block pools found to scan. Waiting <*> ms.",['024b48a2'],2
dnUserName = hdfs,['0dee5972'],440
java.io.FileNotFoundException: /opt/hdfs/data/current/VERSION (Permission denied),['b74c8ddf'],2
jetty-<*>.<*>.<*>,['bc800f0e'],440
loaded properties from hadoop-metrics2.properties,['ca7d7941'],440
mesos-master-<*>:<*>:DataXceiver error processing <*> operation src: <*> dst: <*>,['993c2837'],11
mesos-master-<*>:<*>:DataXceiver error processing WRITE_BLOCK operation src: <*> dst: <*>; org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException: Block BP-<*>-<*><*>:<*>_<*> already exists in state FINALIZED and thus cannot be created.,['ff913f30'],4
mesos-master-<*>:<*>:DataXceiver error processing unknown operation src: <*> dst: <*>,['cb046e68'],1
mesos-slave-<*>:<*>:DataXceiver error processing <*> operation src: <*> dst: <*>,['08e7ec57'],5
mesos-slave-<*>:<*>:DataXceiver error processing READ_BLOCK operation src: <*> dst: <*>,['387e10c8'],2
mesos-slave-<*>:<*>:DataXceiver error processing WRITE_BLOCK operation src: <*> dst: <*>,['606b3d66'],2
mesos-slave-<*>:<*>:DataXceiver error processing WRITE_BLOCK operation src: <*> dst: <*>; org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException: Block BP-<*>-<*><*>:<*>_<*> already exists in state FINALIZED and thus cannot be created.,['cf3cc411'],27
mesos-slave-<*>:<*>:DataXceiver error processing unknown operation src: <*> dst: <*>,['5f5370c4'],14
opReadBlock BP-<*>-<*><*>:<*>_<*> received exception org.apache.hadoop.hdfs.server.datanode.ReplicaNotFoundException: Replica not found for BP-<*>-<*><*>:<*>_<*>,['48ddfb37'],2
opWriteBlock BP-<*>-<*><*>:<*>_<*> received exception ExitCodeException exitCode=<*>: du: cannot access ‘/opt/hdfs/data/current/BP-<*>-<*><*>/current/rbw/<*>’: No such file or directory,['71b1227b'],1
opWriteBlock BP-<*>-<*><*>:<*>_<*> received exception java.io.IOException: Premature EOF from inputStream,['e6d4e4d6'],4
opWriteBlock BP-<*>-<*><*>:<*>_<*> received exception java.net.SocketTimeoutException: <*> millis timeout while waiting for channel to be ready for read. ch : java.nio.channels.SocketChannel[connected local=<*> remote=<*>],['89317daf'],2
opWriteBlock BP-<*>-<*><*>:<*>_<*> received exception org.apache.hadoop.hdfs.server.datanode.ReplicaAlreadyExistsException: Block BP-<*>-<*><*>:<*>_<*> already exists in state FINALIZED and thus cannot be created.,['191bc427'],31
"registered UNIX signal handlers for [TERM, HUP, INT]",['a6ec12be'],440
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 0cbb6590-6a63-4e8d-b6fc-68bf01abba58, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['93805a8e'],234548
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 1e17ab02-baf4-<*>-88eb-bd036faa8cd3, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['ea204f90'],244685
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 24324dad-05c2-478c-948f-459cb8677414, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['a135c164'],264456
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 2c1bdd15-d819-4dbe-aaa1-a0f8912a90e1, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['ee10a75e'],245651
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 2cec2184-90ab-49f8-b712-7a3ac5cd83e8, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['db6ebb6e'],229460
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 3dbfe17f-642e-40b5-<*>-cc848bcdf25d, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['1cecd53f'],270254
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 42a30b39-d95f-4c29-a5a1-cec1d992a339, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['2cee6224'],153922
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 4f8dd80e-ab80-41ad-b045-99cfeb1828d2, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['20766cf2'],228638
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 591c16fa-ef87-<*>-b3ba-13eb8191028f, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['48d588ea'],187411
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 696bb755-<*>-415a-8abd-b730d39cd282, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['4db43b87'],239982
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 6b07e51c-34ad-4e4c-<*>-86ae10eaf5b8, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['161af3e9'],238588
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 6bb9fad8-<*>-45cb-839b-b929e90f4a6c, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['c80ab94c'],255721
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 6f633722-<*>-4ace-8c63-94b9829a3b13, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['6a4e1bbd'],254038
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 763295e4-6a5f-4f00-a559-614cb9d92271, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['b08301b5'],196298
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 7fe0f580-2b25-40c8-b236-c5df5dd08ca7, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['2c93d67b'],242686
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 8414aed5-c683-<*>-83f1-716399c64f8f, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['830fb615'],222688
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: 95a87747-ff24-41e2-<*>-0127a1675627, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['287aa037'],258869
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: <*>-ccb8-49f2-<*>-437980cd5139, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['596c3004'],233767
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: ac6cb715-a2bc-<*>-aaa4-10fcbd1c390e, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['39319da7'],34734
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: bc724d4c-<*>-4cf7-85a2-552527e2d444, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['1400b5b6'],218116
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: c3a1996d-957e-<*>-91a7-6dd48549cb57, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['9fa2c408'],254187
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: c5c0b742-2b9e-43f2-ba3a-91fd3f3972c4, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['c62e0588'],240540
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: ca4dcde5-<*>-4c3e-<*>-a622e243c369, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['54ede352'],204482
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: cf186bb5-4e79-4aaf-abd3-6d420db25497, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['78fde2ef'],252716
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: cfd79aa1-45f8-4e65-ad3a-96b42cd4bad2, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['df675e62'],260818
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: d3664f15-838b-<*>-acec-e768d4d38aa9, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['dff48683'],243924
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: d9ef1b17-<*>-4cd8-91eb-095413c3427f, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['da2fb016'],508019
"src: <*>, dest: <*>, bytes: <*>, op: HDFS_WRITE, cliID: <*> offset: <*>, srvID: f80a7bac-b6b5-4c05-a6b8-e78c2c7aa549, blockid: BP-<*>-<*><*>:<*>_<*>, duration: <*>",['4a2c5e56'],235972
supergroup = <*>,['f9a92d32'],434
supergroup = hdfsgroup,['03542879'],6
